Molecule ChEMBL ID,Parent Molecule ChEMBL ID,Parent Molecule Name,Warning Type,Warning Class,Description,Country/Year,EFO ID,EFO Term,EFO ID for Warning Class,References
CHEMBL605,CHEMBL640,PROCAINAMIDE,Black Box Warning,musculoskeletal toxicity,None,United States: None,None,None,EFO:0011055,Type: DailyMed RefID: 17e47845-daad-434c-a784-6d3875b0d704 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17e47845-daad-434c-a784-6d3875b0d704|Type: DailyMed RefID: d7cb1594-61cf-41c4-9007-1ee28aa69c50 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7cb1594-61cf-41c4-9007-1ee28aa69c50|Type: DailyMed RefID: 8effb720-d9f1-2961-e053-2a95a90ac10f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8effb720-d9f1-2961-e053-2a95a90ac10f|Type: FDA RefID: 9418639f-b370-40cf-81fb-2b0f8c5b6d56 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9418639f-b370-40cf-81fb-2b0f8c5b6d56|Type: FDA RefID: abb4a154-8e7f-44c7-ab96-ee1bd928288f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abb4a154-8e7f-44c7-ab96-ee1bd928288f
CHEMBL34259,CHEMBL34259,METHOTREXATE,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: DailyMed RefID: 948e0bab-6524-4b87-9853-1799d4415558 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=948e0bab-6524-4b87-9853-1799d4415558|Type: DailyMed RefID: b080eb92-fc72-4ce6-a7ab-3f9ce2415526 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b080eb92-fc72-4ce6-a7ab-3f9ce2415526|Type: FDA RefID: 2a6afc4c-819d-4ba9-8040-4504519c116a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a6afc4c-819d-4ba9-8040-4504519c116a|Type: FDA RefID: 96e931f5-51ae-4bdf-a441-bb0dd26d4c0e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=96e931f5-51ae-4bdf-a441-bb0dd26d4c0e|Type: DailyMed RefID: 9b34b1d8-d125-41a2-9f6f-3fab67b573bd URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b34b1d8-d125-41a2-9f6f-3fab67b573bd|Type: DailyMed RefID: 0b54b5c4-2466-4f85-b9a0-ad93ec4a06a1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0b54b5c4-2466-4f85-b9a0-ad93ec4a06a1|Type: DailyMed RefID: 757d6cef-6696-7a1c-8074-01258aaa8bdd URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=757d6cef-6696-7a1c-8074-01258aaa8bdd|Type: FDA RefID: c33e84ba-4c0d-f738-e053-2995a90aa20a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c33e84ba-4c0d-f738-e053-2995a90aa20a|Type: FDA RefID: b0ed76b6-d9ac-c3dc-e053-2a95a90a49d4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b0ed76b6-d9ac-c3dc-e053-2a95a90a49d4
CHEMBL428647,CHEMBL428647,PACLITAXEL,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: a6c24189-293f-42ca-b969-75870bb55af0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a6c24189-293f-42ca-b969-75870bb55af0|Type: DailyMed RefID: e1703128-7921-411d-b3bb-7c937865d599 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e1703128-7921-411d-b3bb-7c937865d599|Type: DailyMed RefID: ea28753a-8631-460a-bfdc-b101eb8ac84a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ea28753a-8631-460a-bfdc-b101eb8ac84a|Type: DailyMed RefID: 31dea098-40f7-4785-844c-5030c6c3f12d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=31dea098-40f7-4785-844c-5030c6c3f12d|Type: DailyMed RefID: fec9ddee-53a9-4a61-ad0a-be6b604de084 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fec9ddee-53a9-4a61-ad0a-be6b604de084|Type: FDA RefID: 0c12c77c-5fd4-48dc-a318-e96892233992 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0c12c77c-5fd4-48dc-a318-e96892233992|Type: FDA RefID: e47c2c34-0466-4219-be6f-97e4231ed55f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e47c2c34-0466-4219-be6f-97e4231ed55f|Type: FDA RefID: 4e1bf850-d616-4ff3-b62a-2057dddc3dfe URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e1bf850-d616-4ff3-b62a-2057dddc3dfe
CHEMBL188952,CHEMBL188952,PIRPROFEN,Withdrawn,hepatotoxicity,Gastrointestinal Toxicity; Hepatotoxicity,Worldwide: 1990,EFO:0011052,hepatotoxicity,EFO:0011052,Type: PubMed RefID: 7628177 URL: http://europepmc.org/abstract/MED/7628177|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: PubMed RefID: 7628177 URL: http://europepmc.org/abstract/MED/7628177|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134
CHEMBL54976,CHEMBL54976,TRYPTOPHAN,Withdrawn,hematological toxicity,Eosinophilic Myalgia Syndrome,"United Kingdom: 1989,Germany: 1989",EFO:1001316,Eosinophilia-Myalgia Syndrome,EFO:0011051,Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134
CHEMBL1621,CHEMBL1621,PALIPERIDONE,Black Box Warning,None,None,United States: None,None,None,None,Type: DailyMed RefID: 7d1467cd-7bde-44d5-befd-817d63e1d746 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7d1467cd-7bde-44d5-befd-817d63e1d746|Type: DailyMed RefID: 0dc3a9b2-2edf-4fa2-a949-459b4218e763 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0dc3a9b2-2edf-4fa2-a949-459b4218e763|Type: DailyMed RefID: d6c4bdb8-38c6-4dc8-8ec0-d078fb477473 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6c4bdb8-38c6-4dc8-8ec0-d078fb477473
CHEMBL979,CHEMBL979,MEPROBAMATE,Withdrawn,misuse,"Dependence, withdrawal, abuse, and other undesirable effects","European Union: 2012,Canada: 2012,United Kingdom: 2012",MONDO:0004938,substance dependence,EFO:0011049,Type: MHRA RefID: drug-safety-update/meprobamate-licence-to-be-cancelled URL: https://www.gov.uk/drug-safety-update/meprobamate-licence-to-be-cancelled|Type: Health Canada RefID: recall-alert-rappel-avis/hc-sc/2013/35313a-eng.php URL: https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2013/35313a-eng.php
CHEMBL1200606,CHEMBL558,MEXILETINE,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,Type: DailyMed RefID: c528aae3-ff51-b9e4-a401-4ef5910e4b43 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c528aae3-ff51-b9e4-a401-4ef5910e4b43|Type: DailyMed RefID: 1b3a807f-368a-42dc-8266-ddf8347a8826 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1b3a807f-368a-42dc-8266-ddf8347a8826|Type: FDA RefID: d7dc41b7-6d64-1693-e053-2a95a90a70d4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7dc41b7-6d64-1693-e053-2a95a90a70d4|Type: FDA RefID: 8b192b46-e69f-4031-b843-8b28fa85f07b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8b192b46-e69f-4031-b843-8b28fa85f07b
CHEMBL1201560,CHEMBL1201560,PEGINTERFERON ALFA-2A,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL2107495,CHEMBL277100,TEMAFLOXACIN,Withdrawn,nephrotoxicity,"hypoglycaemia, haemolytic anaemia, renal failure, hepatitis and anaphylactic reactions",Worldwide: 1992,EFO:1002048,kidney failure,EFO:0011056,Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf
CHEMBL1374379,CHEMBL1374379,BENZONATATE,Black Box Warning,respiratory toxicity,None,United States: None,None,None,EFO:0011060,Type: DailyMed RefID: 19f1e761-69e9-4330-ad3c-1f1180d70cb0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=19f1e761-69e9-4330-ad3c-1f1180d70cb0|Type: DailyMed RefID: ce5efbad-a90f-4ac2-b904-6daf5246f7ff URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce5efbad-a90f-4ac2-b904-6daf5246f7ff|Type: FDA RefID: 963c656f-ea2c-4843-bc65-e9106ee00506 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=963c656f-ea2c-4843-bc65-e9106ee00506|Type: FDA RefID: b2e90320-f57a-50eb-e053-2a95a90af81f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b2e90320-f57a-50eb-e053-2a95a90af81f
CHEMBL1580,CHEMBL1580,PENTOSTATIN,Black Box Warning,None,None,United States: None,None,None,None,Type: DailyMed RefID: 674e0e6d-46ed-4868-9196-04019d667716 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=674e0e6d-46ed-4868-9196-04019d667716
CHEMBL956,CHEMBL956,SUPROFEN,Withdrawn,musculoskeletal toxicity,"Flank pain, decreased kidney function","United States: 1987,United Kingdom: 1987,Spain: 1987",HP:0030157,Flank pain,EFO:0011055,Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: PubMed RefID: 21574210 URL: http://europepmc.org/abstract/MED/21574210|Type: USGPO RefID: CFR-2019-title21-vol4/pdf/CFR-2019-title21-vol4-sec216-24.pdf URL: https://www.govinfo.gov/content/pkg/CFR-2019-title21-vol4/pdf/CFR-2019-title21-vol4-sec216-24.pdf|Type: USGPO RefID: CFR-2019-title21-vol4/pdf/CFR-2019-title21-vol4-sec216-24.pdf URL: https://www.govinfo.gov/content/pkg/CFR-2019-title21-vol4/pdf/CFR-2019-title21-vol4-sec216-24.pdf|Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: PubMed RefID: 21574210 URL: http://europepmc.org/abstract/MED/21574210
CHEMBL1374379,CHEMBL1374379,BENZONATATE,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: ce5efbad-a90f-4ac2-b904-6daf5246f7ff URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce5efbad-a90f-4ac2-b904-6daf5246f7ff|Type: DailyMed RefID: 19f1e761-69e9-4330-ad3c-1f1180d70cb0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=19f1e761-69e9-4330-ad3c-1f1180d70cb0|Type: FDA RefID: b2e90320-f57a-50eb-e053-2a95a90af81f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b2e90320-f57a-50eb-e053-2a95a90af81f|Type: FDA RefID: 963c656f-ea2c-4843-bc65-e9106ee00506 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=963c656f-ea2c-4843-bc65-e9106ee00506
CHEMBL340978,CHEMBL340978,BENOXAPROFEN,Withdrawn,carcinogenicity,Liver necrosis; Photosensitivity; Animal carcinogenicity,"United States: 1982,Spain: 1982,United Kingdom: 1982,Germany: 1982",EFO:0011046,carcinogenicity,EFO:0011046,Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134
CHEMBL1200750,CHEMBL643,PROMETHAZINE,Black Box Warning,infectious disease,None,United States: None,None,None,EFO:0005741,Type: DailyMed RefID: 1d02d52b-84bb-4e81-b352-125029eb39f6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d02d52b-84bb-4e81-b352-125029eb39f6|Type: DailyMed RefID: 365138a6-28d8-4881-a3e9-02c80aaf83e8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=365138a6-28d8-4881-a3e9-02c80aaf83e8|Type: DailyMed RefID: c930985b-bba3-4f3a-a1ae-1d808670efde URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c930985b-bba3-4f3a-a1ae-1d808670efde|Type: FDA RefID: c525cb2c-9a01-4a9b-ad2c-08630719953d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c525cb2c-9a01-4a9b-ad2c-08630719953d
CHEMBL3085504,CHEMBL403664,BLEOMYCIN,Black Box Warning,respiratory toxicity,None,United States: None,None,None,EFO:0011060,Type: DailyMed RefID: 2ef2901b-e3ee-47ba-81d9-48c6668fd19b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2ef2901b-e3ee-47ba-81d9-48c6668fd19b|Type: DailyMed RefID: 640602f9-a7df-46f0-a9b1-19c471008bee URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=640602f9-a7df-46f0-a9b1-19c471008bee|Type: DailyMed RefID: 905e0984-2ce3-481c-b1a0-0ef0a616479a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=905e0984-2ce3-481c-b1a0-0ef0a616479a
CHEMBL2062335,CHEMBL13,METOPROLOL,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,Type: DailyMed RefID: 6d00e5cc-72b4-41af-8833-bf787310f90a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6d00e5cc-72b4-41af-8833-bf787310f90a|Type: DailyMed RefID: 353beb86-4b8a-4a4a-b2c3-8ca7c8d23401 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=353beb86-4b8a-4a4a-b2c3-8ca7c8d23401|Type: DailyMed RefID: 4349d0bd-8a81-4d1e-bbb3-6eb7f02bf21c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4349d0bd-8a81-4d1e-bbb3-6eb7f02bf21c|Type: FDA RefID: b70fa3e1-85a5-3174-e053-2a95a90a2205 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b70fa3e1-85a5-3174-e053-2a95a90a2205|Type: FDA RefID: be4c8d92-a242-0a38-e053-2995a90a57a5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=be4c8d92-a242-0a38-e053-2995a90a57a5|Type: FDA RefID: b195e7e8-f40c-4a49-a079-f1824b701325 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b195e7e8-f40c-4a49-a079-f1824b701325|Type: DailyMed RefID: 44f64f0e-1b68-4478-1fb7-c1bc9402deec URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=44f64f0e-1b68-4478-1fb7-c1bc9402deec|Type: DailyMed RefID: ff391fc7-a0ab-4f8c-927e-2588053c7021 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ff391fc7-a0ab-4f8c-927e-2588053c7021|Type: DailyMed RefID: ef809516-7177-4991-91bd-bf0efbc0979c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ef809516-7177-4991-91bd-bf0efbc0979c|Type: DailyMed RefID: a07891a5-152e-4a38-8179-e05a90458a7d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a07891a5-152e-4a38-8179-e05a90458a7d|Type: DailyMed RefID: 88655950-990a-1b76-e053-2995a90a1b9b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=88655950-990a-1b76-e053-2995a90a1b9b|Type: DailyMed RefID: 1806dadd-9ebb-46ee-9b86-f153e6db3b48 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1806dadd-9ebb-46ee-9b86-f153e6db3b48|Type: FDA RefID: 284348df-46f8-42e9-935f-638f663afba3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=284348df-46f8-42e9-935f-638f663afba3|Type: FDA RefID: b0644bf9-8880-45de-a6f4-d69cf5fd2051 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b0644bf9-8880-45de-a6f4-d69cf5fd2051|Type: FDA RefID: b8cf19ff-65fa-7044-e053-2a95a90a7a30 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b8cf19ff-65fa-7044-e053-2a95a90a7a30
CHEMBL1200750,CHEMBL643,PROMETHAZINE,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: 365138a6-28d8-4881-a3e9-02c80aaf83e8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=365138a6-28d8-4881-a3e9-02c80aaf83e8|Type: DailyMed RefID: c930985b-bba3-4f3a-a1ae-1d808670efde URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c930985b-bba3-4f3a-a1ae-1d808670efde|Type: DailyMed RefID: 1d02d52b-84bb-4e81-b352-125029eb39f6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d02d52b-84bb-4e81-b352-125029eb39f6|Type: FDA RefID: c525cb2c-9a01-4a9b-ad2c-08630719953d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c525cb2c-9a01-4a9b-ad2c-08630719953d
CHEMBL4297862,CHEMBL4297862,BOTULINUM TOXIN TYPE A,Black Box Warning,None,None,United States: None,None,None,None,Type: DailyMed RefID: 17a914c1-e54b-4b50-965d-b0fd9111bba4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17a914c1-e54b-4b50-965d-b0fd9111bba4
CHEMBL4297064,CHEMBL259209,MILNACIPRAN,Black Box Warning,psychiatric toxicity,None,United States: None,None,None,EFO:0011059,Type: DailyMed RefID: d37684d6-5134-49e6-9867-5fd67c9dfd90 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d37684d6-5134-49e6-9867-5fd67c9dfd90|Type: DailyMed RefID: c288bf12-cbab-4bc5-afb8-9853c0a15792 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c288bf12-cbab-4bc5-afb8-9853c0a15792
CHEMBL1201063,CHEMBL631,PROPAFENONE,Black Box Warning,None,None,United States: None,None,None,None,Type: DailyMed RefID: 8aa6f58a-2980-4caa-9c54-d55d69d5d132 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8aa6f58a-2980-4caa-9c54-d55d69d5d132|Type: DailyMed RefID: 578d747f-c023-4d5a-9e9a-d4a970d8f69f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=578d747f-c023-4d5a-9e9a-d4a970d8f69f|Type: DailyMed RefID: 0c887381-42fe-4f37-858a-d9ffb218dd1c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0c887381-42fe-4f37-858a-d9ffb218dd1c
CHEMBL1417019,CHEMBL58,MITOXANTRONE,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,Type: DailyMed RefID: 4d0f0f1a-31af-40fa-9c64-e90891fa6ce4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4d0f0f1a-31af-40fa-9c64-e90891fa6ce4|Type: DailyMed RefID: accf9569-4b57-4e83-a7db-4e890a75d1ba URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=accf9569-4b57-4e83-a7db-4e890a75d1ba
CHEMBL1550,CHEMBL1550,PHYTONADIONE,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: 02445c07-7b4b-cd70-54e8-ebefc814f547 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02445c07-7b4b-cd70-54e8-ebefc814f547|Type: DailyMed RefID: f922f301-f5ab-4db8-b6a6-364f95fff09c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f922f301-f5ab-4db8-b6a6-364f95fff09c|Type: FDA RefID: 1cf90be3-a744-4db5-999d-a84c67372304 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1cf90be3-a744-4db5-999d-a84c67372304
CHEMBL1200472,CHEMBL1200472,QUAZEPAM,Black Box Warning,None,None,United States: None,None,None,None,Type: DailyMed RefID: 9727e8b4-14f1-451d-9630-84eabc772e42 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9727e8b4-14f1-451d-9630-84eabc772e42
CHEMBL101,CHEMBL101,PHENYLBUTAZONE,Withdrawn,hematological toxicity,Off-Label Abuse; Hematologic Toxicity,"Malaysia: 1984,Ghana: 1984,Jordan: 1984,Bangladesh: 1984,Chile: 1984,Ethiopia: 1984,Germany: 1984,Bahrain: 1984,United Arab Emirates: 1984,Sri Lanka: 1984",EFO:0011051,hematological toxicity,EFO:0011051,Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf
CHEMBL1201773,CHEMBL1201772,PRASUGREL,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: 41a4e332-6725-4cb7-940a-8291cf56cfe4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=41a4e332-6725-4cb7-940a-8291cf56cfe4|Type: DailyMed RefID: 944c195a-de24-a44c-8baa-84b624b5ddcb URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=944c195a-de24-a44c-8baa-84b624b5ddcb|Type: DailyMed RefID: 80a44606-523e-95c2-e053-2991aa0a574e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=80a44606-523e-95c2-e053-2991aa0a574e|Type: FDA RefID: 04e7e0e8-2199-438f-83db-6b8f0f219b99 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=04e7e0e8-2199-438f-83db-6b8f0f219b99|Type: FDA RefID: 69ea2d58-5353-4222-b61f-cab976fa7e5e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=69ea2d58-5353-4222-b61f-cab976fa7e5e
CHEMBL1116,CHEMBL81,RALOXIFENE,Black Box Warning,respiratory toxicity,None,United States: None,None,None,EFO:0011060,Type: DailyMed RefID: 6c61c7a6-201c-4741-b9c3-3a80a37f26d5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c61c7a6-201c-4741-b9c3-3a80a37f26d5|Type: DailyMed RefID: 6fd63a06-5bc5-4c50-9b85-b09c89100b80 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6fd63a06-5bc5-4c50-9b85-b09c89100b80|Type: DailyMed RefID: 786f2fa3-5a47-43a7-b4f5-fbb8f4de06fa URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=786f2fa3-5a47-43a7-b4f5-fbb8f4de06fa|Type: DailyMed RefID: ad3ef791-ac90-4f66-8da6-95b31e4c3eb6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ad3ef791-ac90-4f66-8da6-95b31e4c3eb6|Type: FDA RefID: a5102b05-a7b3-4b48-9ed8-a398cce78ea9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a5102b05-a7b3-4b48-9ed8-a398cce78ea9|Type: FDA RefID: ae557c81-e206-47fd-881e-b8f7fca2a3b0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ae557c81-e206-47fd-881e-b8f7fca2a3b0|Type: FDA RefID: f0db29f5-28da-4165-94f8-24727b6b71e5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f0db29f5-28da-4165-94f8-24727b6b71e5
CHEMBL1200334,CHEMBL1075,MORICIZINE,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL1200750,CHEMBL643,PROMETHAZINE,Black Box Warning,None,None,United States: None,None,None,None,Type: DailyMed RefID: 818a4d9a-c8a2-476c-b70c-0840b6d603a1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=818a4d9a-c8a2-476c-b70c-0840b6d603a1|Type: DailyMed RefID: 3936f9fe-0bb8-447f-aa7f-1ddb0126f3ab URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3936f9fe-0bb8-447f-aa7f-1ddb0126f3ab|Type: DailyMed RefID: 5cf1149a-a4c2-0cc4-e053-2991aa0ae258 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5cf1149a-a4c2-0cc4-e053-2991aa0ae258
CHEMBL4594301,CHEMBL4297526,REMIMAZOLAM,Black Box Warning,None,None,United States: None,None,None,None,Type: FDA RefID: 4e1838f2-b999-41a7-a761-d94f09aa531f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e1838f2-b999-41a7-a761-d94f09aa531f
CHEMBL3989820,CHEMBL911,ZOLPIDEM,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: fa181279-dce7-4a3f-aba8-b9c2806fdd34 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa181279-dce7-4a3f-aba8-b9c2806fdd34|Type: DailyMed RefID: a32884d0-85b5-11de-8a39-0800200c9a66 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a32884d0-85b5-11de-8a39-0800200c9a66
CHEMBL2103744,CHEMBL70,MORPHINE,Black Box Warning,misuse,None,United States: None,None,None,EFO:0011049,Type: DailyMed RefID: fadc40ce-8ac9-439f-8842-a4c3962f8a31 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fadc40ce-8ac9-439f-8842-a4c3962f8a31|Type: DailyMed RefID: bbfded4a-9316-4653-bd6c-3b130f59ef04 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bbfded4a-9316-4653-bd6c-3b130f59ef04|Type: DailyMed RefID: f7e9a4b3-a2ee-4f0a-becd-6ef90867332b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7e9a4b3-a2ee-4f0a-becd-6ef90867332b|Type: FDA RefID: 872ceecb-1f14-7a43-7451-e4650a01fbd9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=872ceecb-1f14-7a43-7451-e4650a01fbd9|Type: FDA RefID: 67f0ee8d-696e-4c08-9007-3df0e3988bad URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=67f0ee8d-696e-4c08-9007-3df0e3988bad|Type: FDA RefID: 07593aa4-f2c4-4d6e-b186-ab2a4ecaa38a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=07593aa4-f2c4-4d6e-b186-ab2a4ecaa38a
